No. Race / Course,Course,Time,Race Name,Class,Distance (f),Prize,Going,Surface,Silk,Runner Count,Number,Horse,Age,Jockey,Trainer,Draw,Weight,ORI,Best,Bet365,William Hill,Coral,Betfred,Boyle Sports,Ladbrokes,,,RESULT,SP odd,,Form,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/8/4/5/171548.svg,25,1,Gordon Bennett,7,Paddy Harnett,Richard Brabazon,5,140,13,12,11,12,12,10,10,12,430777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/2/3/5/350532.svg,25,2,Cali Case,3,,M D O'Callaghan,1,139,19,,,,,,,,07-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/5/0/1/302105.svg,25,3,Carrigans Grove,4,Robyn Donaghue-Leahy(4),Patrick J Flynn,15,138,6.5,6,5.5,6,6,5,5,6,221322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/5/2/5/361525.svg,25,4,Just Jump,3,Dylan Kidd(7),Andrew Slattery,6,137,23,34,29,34,34,34,34,34,873-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/6/2/1/342126.svg,25,5,Nouvel Espoir,5,Shay Wallace(7),James M Barcoe,3,137,15,15,15,11,12,15,15,12,041777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/b/6/1/54216b.svg,25,6,Rosato,4,Rory Mulligan(2),Charles Weld,13,136,12,12,12,12,12,10,11,12,01-801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/2/7/2/350272.svg,25,7,Send Harry,3,Patrick McGettigan(4),Miss Evanna McCutcheon,21,135,12,9,8.5,8.5,8.5,7,7.5,9,433933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/4/0/0/361004.svg,25,8,Nammos,5,Sadhbh Tormey(7),Adrian McGuinness,23,133,12,13,12,13,13,11,11,13,4-4764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/8/3/2/22238.svg,25,9,Zabeir,6,Rebecca Parsons(7),Donal Kinsella,10,133,29,41,34,41,41,34,34,41,0-4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/c/1/1/224811c.svg,25,10,Amicitia,3,Yudish Geerdharry(7),J P Murtagh,20,132,13,10,10,10,8,9,9,8,5-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/6/1/9/117916.svg,25,11,Catherine Chroi,7,Conor Cusack(7),Ms Claire O'Connell,7,132,29,26,23,26,26,21,21,26,420096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/9/3/3/18339.svg,25,12,Night Magic,3,Keithen Kennedy,Mrs John Harrington,19,132,15,19,17,19,19,17,17,19,68-530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/6/1/7/333716.svg,25,13,Run Forrest Run,7,Darragh O'Sullivan(4),Thomas Coyle,24,132,15,15,15,15,15,13,11,15,-03896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/6/9/8/355896.svg,25,14,She's Smart,4,Julian Pietropaolo(7),Adrian McGuinness,17,132,29,29,29,29,29,26,29,29,000910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/0/9/1/243190.svg,25,15,Moonhall Lass,3,Hugh Horgan,P J F Murphy,4,131,12,19,17,19,19,17,17,19,746304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/4/1/0/292014.svg,25,16,Only Spoofing,11,Adam Browne-Souza(7),Kevin Thomas Coleman,22,130,26,23,21,23,23,21,21,23,486797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/6/5/6/191656.svg,25,17,Annie Lavinia,3,Sorcha Woods(4),Edward Lynam,8,129,10,15,13,15,15,13,13,15,549210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/9/7/1/282179.svg,25,18,Sunday Sovereign,8,Adam Grant(7),G A Kingston,2,129,19,26,23,26,26,23,23,26,00-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/1/6/7/185761.svg,25,19,Yaxchilan,4,Jimmy Dalton(7),Gerard O'Leary,25,129,29,29,26,29,29,26,23,29,-58010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/0/4/6/270640.svg,25,20,El Fontenaro,3,Jack Cleary,Jarlath P Fahey,11,126,17,21,19,21,21,19,15,21,-34485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/1/5/4/18451.svg,25,21,Gegenpressing,7,Jessica O'Gorman(7),Eddie & Patrick Harty,16,126,29,34,29,34,34,29,29,34,0-7190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/7/7/4/251477.svg,25,22,Kayamite,3,Milo Malone(7),Chris Timmons,12,126,29,41,41,41,41,41,41,41,757-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/3/2/8/358823.svg,25,23,Undefeatable,3,Nicola Burns(2),Kevin Michael Smith,9,124,9,9,8,9,8.5,7.5,7.5,8.5,7-3601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/9/5/7/2759.svg,25,24,Ace In The Pack,4,Terry Casey(7),Daniel James Murphy,14,122,17,,,,,,,,83006-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:12,"Al Basti Equiworld, Dubai Apprentice Handicap",,6,10620,Good,Turf,https://www.rp-assets.com/svg/b/6/4/151846b.svg,25,25,American In Paris,5,Alan Casey(7),Paul W Flynn,18,122,34,,,,,,,,321980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/7/2/4/311427.svg,24,1,Explorers Way,6,Katie Timmons,Andrew Kinirons,0,177,34,41,41,34,34,34,34,34,355-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/d/3/6/130763d.svg,24,2,Mordor,5,William Kennnedy,Gordon Elliott,0,177,4.5,5,4.5,5,4.5,4.5,4.5,4.5,1-3102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/e/1/1/220111e.svg,24,3,Eagles Reign,5,Gary Dowling,Ross O'Sullivan,0,174,21,23,23,21,21,21,21,21,600/0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/8/4/1/19148.svg,24,4,Jungle Cove,8,Claire O'Ryan,Mrs John Harrington,0,174,10,12,12,11,11,11,11,10,791-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/b/5/9/211695b.svg,24,5,Red Glory,7,Jessica Kinsella,Henry De Bromhead,0,174,26,29,29,26,26,26,26,26,53595/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/e/0/5/325850e.svg,24,6,Mo Ghille Mar,4,Olivia Marnane,Mrs John Harrington,0,172,4.33,3.75,3.75,3.5,3.5,3.5,3.5,3.5,506105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/e/0/1/346310e.svg,24,7,Redwood Queen,8,Davy Condon,Cian Collins,0,172,34,12,12,12,11,12,10,11,5680-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/9/0/0/345009.svg,24,8,The Mediator,8,Tara Moneypenny,Gordon Elliott,0,171,17,26,26,23,23,23,26,23,045-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/4/0/2/358204.svg,24,9,Hardy Diamond,6,Lucy Kayes,Gordon Elliott,0,169,17,21,21,19,19,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/4/7/2/240274.svg,24,10,Preparations,4,Sam Austin,Andrew Slattery,0,169,17,23,23,21,21,21,21,21,1-5230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/b/6/4/360246b.svg,24,11,Cut The Rope,6,Brian Whelan,Eddie & Patrick Harty,0,168,15,21,21,19,19,19,19,19,3-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/5/7/3/275375.svg,24,12,Fascinating Shadow,7,Christopher Brabson,John Joseph Hanlon,0,168,34,34,34,29,29,29,29,29,89-498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/1/8/1/282181.svg,24,13,Fireworks,7,Ben Cusack,John Joseph Hanlon,0,168,41,51,51,51,51,51,51,51,017/6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/3/4/6/250643.svg,24,14,Hell Left Loose,9,Mr A Smullen,Denis Gerard Hogan,0,168,17,23,23,21,21,21,21,21,036U95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/c/9/3/9639c.svg,24,15,Kazakh d'Arthel,5,Bartosz Barty Walczak,Gavin Cromwell,0,168,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/5/2/9/360925.svg,24,16,Maharajjah,4,Cian Fenelon,L Young,0,168,34,67,67,51,51,67,51,51,-34700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/4/8/2/18284.svg,24,17,Shabra Diya,4,Jennifer Babington,Anthony McCann,0,168,34,51,51,41,41,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/1/0/0/248001.svg,24,18,Silent Guardian,4,David Ryan,Emmet Mullins,0,168,11,13,13,12,11,12,12,12,3430-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/b/5/1/49915b.svg,24,19,Sacred Oath,4,Pat Shanahan,D K Weld,0,166,8.5,10,10,9.5,9,9.5,9,9,8-1449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/k/0/1/167810k.svg,24,20,Lightning Legs,4,Ella Budds,Gordon Elliott,0,163,17,23,23,21,21,21,21,21,948-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/5/0/9/359905.svg,24,21,Serafina,6,Barry Lacy,D K Weld,0,163,15,19,19,17,17,17,17,17,41/805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/3/3/0/353033.svg,24,R22,Chortal,4,,Gordon Elliott,0,171,13,,,,,,,,657-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/b/4/0/358204b.svg,24,R23,Ossifer Hops,7,,Gordon Elliott,0,168,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curragh,17:47,Pat Smullen Cancer Trials Ireland Charity Race Supported By Ballylinch Stud,,12,59,Good,Turf,https://www.rp-assets.com/svg/5/2/1/249125.svg,24,R24,Dunkerque,5,,Gavin Cromwell,0,171,9,8,8,7.5,7,7,7,7,/3611/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,21:52,Mint Kentucky Turf Sprint Stakes (Grade 2) (3yo+) (Turf),Class 1,6,"£960,000",Firm,Turf,https://www.rp-assets.com/svg/4/2/2/90224.svg,15,1,Implementation,6,Manuel Franco,Saffie A Joseph Jr,1,121,N/A,,,,,,,,19-211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,21:52,Mint Kentucky Turf Sprint Stakes (Grade 2) (3yo+) (Turf),Class 1,6,"£960,000",Firm,Turf,https://www.rp-assets.com/svg/5/5/8/206855.svg,15,2,Howard Wolowitz,4,Irad Ortiz Jr,Jose Francisco D'Angelo,2,125,N/A,,,,,,,,4191-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,21:52,Mint Kentucky Turf Sprint Stakes (Grade 2) (3yo+) (Turf),Class 1,6,"£960,000",Firm,Turf,https://www.rp-assets.com/svg/7/1/6/213617.svg,15,3,One Timer,6,Jareth Loveberry,Larry Rivelli,3,121,N/A,,,,,,,,653-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,21:52,Mint Kentucky Turf Sprint Stakes (Grade 2) (3yo+) (Turf),Class 1,6,"£960,000",Firm,Turf,https://www.rp-assets.com/svg/7/1/3/270317.svg,15,4,Arzak,7,Luis Saez,Michael Trombetta,4,125,N/A,,,,,,,,2-7465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,21:52,Mint Kentucky Turf Sprint Stakes (Grade 2) (3yo+) (Turf),Class 1,6,"£960,000",Firm,Turf,https://www.rp-assets.com/svg/4/6/4/253464.svg,15,5,Bear River,4,James Graham,J Keith Desormeaux,5,121,N/A,,,,,,,,41-731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,21:52,Mint Kentucky Turf Sprint Stakes (Grade 2) (3yo+) (Turf),Class 1,6,"£960,000",Firm,Turf,https://www.rp-assets.com/svg/0/4/2/112240.svg,15,6,Khaadem,9,Frankie Dettori,Charles Hills,6,125,N/A,,,,,,,,002-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,21:52,Mint Kentucky Turf Sprint Stakes (Grade 2) (3yo+) (Turf),Class 1,6,"£960,000",Firm,Turf,https://www.rp-assets.com/svg/0/0/7/100700.svg,15,7,Arrest Me Red,7,Junior Alvarado,Wesley A Ward,7,121,N/A,,,,,,,,11-142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,21:52,Mint Kentucky Turf Sprint Stakes (Grade 2) (3yo+) (Turf),Class 1,6,"£960,000",Firm,Turf,https://www.rp-assets.com/svg/1/4/4/321441.svg,15,8,Air Force Red,7,Jose L Ortiz,Leonard Powell,8,123,N/A,,,,,,,,713384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,21:52,Mint Kentucky Turf Sprint Stakes (Grade 2) (3yo+) (Turf),Class 1,6,"£960,000",Firm,Turf,https://www.rp-assets.com/svg/3/7/2/220273.svg,15,9,Durante,6,Jaime A Torres,David Jacobson,9,123,N/A,,,,,,,,433134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,21:52,Mint Kentucky Turf Sprint Stakes (Grade 2) (3yo+) (Turf),Class 1,6,"£960,000",Firm,Turf,https://www.rp-assets.com/svg/8/5/8/184858.svg,15,10,Pipsy,4,Joel Rosario,William Walden,10,120,N/A,,,,,,,,26-118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,21:52,Mint Kentucky Turf Sprint Stakes (Grade 2) (3yo+) (Turf),Class 1,6,"£960,000",Firm,Turf,https://www.rp-assets.com/svg/3/9/5/186593.svg,15,11,Nobals,6,Tyler Gaffalione,Larry Rivelli,11,121,N/A,,,,,,,,-72123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,21:52,Mint Kentucky Turf Sprint Stakes (Grade 2) (3yo+) (Turf),Class 1,6,"£960,000",Firm,Turf,https://www.rp-assets.com/svg/2/1/2/235212.svg,15,12,Charcoal,9,Axel Concepcion,Tracey J Wisner,12,121,N/A,,,,,,,,20-627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,21:52,Mint Kentucky Turf Sprint Stakes (Grade 2) (3yo+) (Turf),Class 1,6,"£960,000",Firm,Turf,https://www.rp-assets.com/svg/6/4/9/343946.svg,15,13,Axthelm,6,Junior Alvarado,Saffie A Joseph Jr,13,121,N/A,,,,,,,,7-0947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,21:52,Mint Kentucky Turf Sprint Stakes (Grade 2) (3yo+) (Turf),Class 1,6,"£960,000",Firm,Turf,https://www.rp-assets.com/svg/6/2/7/305726.svg,15,14,Eamonn,7,Javier Castellano,Joseph Orseno,14,121,N/A,,,,,,,,9-1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,21:52,Mint Kentucky Turf Sprint Stakes (Grade 2) (3yo+) (Turf),Class 1,6,"£960,000",Firm,Turf,https://www.rp-assets.com/svg/6/8/2/151286.svg,15,15,High Front,6,Keith J Asmussen,Steven Asmussen,15,121,N/A,,,,,,,,060224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,22:46,DK Horse Nashville Derby Invitational Stakes (Grade 3) (3yo) (Turf),Class 1,10.5,"£1,680,000",Firm,Turf,https://www.rp-assets.com/svg/9/9/3/305399.svg,14,1,Hill Road,3,Tyler Gaffalione,Chad C Brown,1,120,N/A,,,,,,,,3-3153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,22:46,DK Horse Nashville Derby Invitational Stakes (Grade 3) (3yo) (Turf),Class 1,10.5,"£1,680,000",Firm,Turf,https://www.rp-assets.com/svg/8/8/2/94288.svg,14,2,Test Score,3,Manuel Franco,H Graham Motion,2,124,N/A,,,,,,,,-31213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,22:46,DK Horse Nashville Derby Invitational Stakes (Grade 3) (3yo) (Turf),Class 1,10.5,"£1,680,000",Firm,Turf,https://www.rp-assets.com/svg/1/3/5/129531.svg,14,3,King Of Ashes,3,Ben Curtis,Brendan P Walsh,3,120,N/A,,,,,,,,-19229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,22:46,DK Horse Nashville Derby Invitational Stakes (Grade 3) (3yo) (Turf),Class 1,10.5,"£1,680,000",Firm,Turf,https://www.rp-assets.com/svg/3/1/0/344013.svg,14,4,Tomasello,3,Fernando De La Cruz,Mark Casse,4,120,N/A,,,,,,,,221131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,22:46,DK Horse Nashville Derby Invitational Stakes (Grade 3) (3yo) (Turf),Class 1,10.5,"£1,680,000",Firm,Turf,https://www.rp-assets.com/svg/4/6/0/221064.svg,14,5,Burnham Square,3,Brian Joseph Hernandez Jr,Ian R Wilkes,5,120,N/A,,,,,,,,141625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,22:46,DK Horse Nashville Derby Invitational Stakes (Grade 3) (3yo) (Turf),Class 1,10.5,"£1,680,000",Firm,Turf,https://www.rp-assets.com/svg/9/8/7/142789.svg,14,6,Simulate,3,Junior Alvarado,William Mott,6,120,N/A,,,,,,,,61-412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,22:46,DK Horse Nashville Derby Invitational Stakes (Grade 3) (3yo) (Turf),Class 1,10.5,"£1,680,000",Firm,Turf,https://www.rp-assets.com/svg/8/6/9/350968.svg,14,7,Tiztastic,3,Joel Rosario,Steven Asmussen,7,120,N/A,,,,,,,,351059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,22:46,DK Horse Nashville Derby Invitational Stakes (Grade 3) (3yo) (Turf),Class 1,10.5,"£1,680,000",Firm,Turf,https://www.rp-assets.com/svg/4/7/8/347874.svg,14,8,Sandman,3,Jose L Ortiz,Mark Casse,8,120,N/A,,,,,,,,231735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,22:46,DK Horse Nashville Derby Invitational Stakes (Grade 3) (3yo) (Turf),Class 1,10.5,"£1,680,000",Firm,Turf,https://www.rp-assets.com/svg/7/3/8/212837.svg,14,9,Noble Confessor,3,Irad Ortiz Jr,Todd Pletcher,9,120,N/A,,,,,,,,26-241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,22:46,DK Horse Nashville Derby Invitational Stakes (Grade 3) (3yo) (Turf),Class 1,10.5,"£1,680,000",Firm,Turf,https://www.rp-assets.com/svg/9/5/4/361459.svg,14,10,Maximum Promise,3,Luis Saez,Kenneth McPeek,10,120,N/A,,,,,,,,1-5330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,22:46,DK Horse Nashville Derby Invitational Stakes (Grade 3) (3yo) (Turf),Class 1,10.5,"£1,680,000",Firm,Turf,https://www.rp-assets.com/svg/1/7/6/301671.svg,14,11,Final Gambit,3,Florent Geroux,Brad H Cox,11,120,N/A,,,,,,,,114455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,22:46,DK Horse Nashville Derby Invitational Stakes (Grade 3) (3yo) (Turf),Class 1,10.5,"£1,680,000",Firm,Turf,https://www.rp-assets.com/svg/9/9/2/302299.svg,14,12,Wimbledon Hawkeye,3,Frankie Dettori,James Owen,12,122,N/A,,,,,,,,253422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,22:46,DK Horse Nashville Derby Invitational Stakes (Grade 3) (3yo) (Turf),Class 1,10.5,"£1,680,000",Firm,Turf,https://www.rp-assets.com/svg/9/5/6/232659.svg,14,13,Iron Hand,3,Edwin Gonzalez,Jose Francisco D'Angelo,13,122,N/A,,,,,,,,-11113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kentucky Downs,22:46,DK Horse Nashville Derby Invitational Stakes (Grade 3) (3yo) (Turf),Class 1,10.5,"£1,680,000",Firm,Turf,https://www.rp-assets.com/svg/4/9/3/47394.svg,14,14,Native Runner,3,Brian Joseph Hernandez Jr,Kenneth McPeek,14,120,N/A,,,,,,,,116128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
